Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback,Age Group
D9D9,74.9,Alexander McQueen,Footwear,Very Good,4,215,Preppy,"S, M, L",XL,Green,Very High,64,Vogue,Song of Style,Spring/Summer,Evening,Positive,Negative,Positive,Senior
D6T8,93.4,Mulberry,Footwear,Very Good,1,386,Preppy,"S, M, L",XL,Green,Very Low,45,Glamour,Camila Coelho,Fall,Weekend,Unknown,Other,Other,Middle-aged
V2C1,94.3,Burberry,Accessories,Worst,3,16,Glamorous,"M, L, XL",XL,Blue,Low,25,Grazia,Negin Mirsalehi,Winter,Weekend,Mixed,Positive,Neutral,Young
P8B8,44.4,Burberry,Accessories,Worst,5,53,Preppy,"S, L, XL",S,Black,Very High,26,Vogue,Kendall Jenner,Fall/Winter,Daytime,Mixed,Negative,Mixed,Young
Q1M8,8.0,Jigsaw,Dresses,Worst,5,168,Edgy,"S, M, L",L,Black,Negligible,53,Vogue,Gigi Hadid,Spring,Nighttime,Unknown,Positive,Negative,Senior
L7V1,46.3,Tommy Hilfiger,Activewear,Best,1,323,Preppy,"S, L, XL",M,Green,Very High,60,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Neutral,Unknown,Senior
Y3T8,37.3,Ted Baker,Activewear,Very Good,1,338,Formal,"S, M, L",M,Green,Very Low,63,Elle,Aimee Song,Fall,Nighttime,Neutral,Positive,Positive,Senior
D0I7,1.5,Burberry,Jewelry,Bad,2,422,Casual,"S, M, L",XL,Black,Above Average,30,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Negative,Mixed,Middle-aged
R5F5,54.8,Mulberry,Lingerie,Worst,2,256,Edgy,"S, M, L",S,Blue,Below Average,52,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Weekend,Neutral,Positive,Negative,Senior
A8Y4,15.2,Ralph Lauren,Dresses,Good,5,11,Vintage,"S, L, XL",XL,Green,High,40,Glamour,Song of Style,Spring,Weekend,Mixed,Positive,Negative,Middle-aged
J2L0,79.2,Ralph Lauren,Swimwear,Very Good,4,40,Bohemian,"S, M, L",S,Blue,Low,20,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Mixed,Negative,Negative,Young
H6S9,29.5,Calvin Klein,Tops,Worst,4,232,Formal,"S, M, L",L,Red,Very High,41,Fashionista,Chiara Ferragni,Summer,Weekend,Unknown,Positive,Unknown,Middle-aged
N5R5,37.1,Alexander McQueen,Activewear,Not Good,2,447,Vintage,"S, M, L",M,Red,Above Average,24,Harper's Bazaar,Camila Coelho,Summer,Holiday,Positive,Other,Positive,Young
W9T9,52.3,Burberry,Footwear,Best,2,410,Glamorous,"S, L, XL",XL,Green,Below Average,30,Vogue,Chiara Ferragni,Winter,Nighttime,Mixed,Unknown,Negative,Middle-aged
G4Q5,3.5,Ralph Lauren,Outerwear,Best,3,327,Bohemian,"S, L, XL",S,Green,Below Average,46,Marie Claire,Song of Style,Fall/Winter,Daytime,Positive,Mixed,Unknown,Middle-aged
H6M0,18.4,Ralph Lauren,Footwear,Worst,3,56,Bohemian,"M, L, XL",M,Green,Very Low,54,Elle,Chiara Ferragni,Fall/Winter,Nighttime,Mixed,Positive,Neutral,Senior
Z8Q0,83.9,Calvin Klein,Bottoms,Worst,4,394,Bohemian,"S, M, L",M,Blue,Medium,49,Elle,Camila Coelho,Spring,Evening,Positive,Mixed,Other,Middle-aged
U4F5,96.6,Burberry,Outerwear,Worst,2,60,Sporty,"S, L, XL",S,Red,Very High,49,Harper's Bazaar,Julie Sariñana,Fall/Winter,Daytime,Unknown,Unknown,Positive,Middle-aged
S1Q8,80.8,Ted Baker,Lingerie,Bad,1,387,Minimalist,"S, L, XL",XL,Green,Low,45,Cosmopolitan,Kendall Jenner,Spring,Daytime,Unknown,Other,Neutral,Middle-aged
G5F6,9.8,Jigsaw,Footwear,Worst,3,20,Bohemian,"S, M, L",L,Red,Negligible,52,InStyle,Camila Coelho,Summer,Evening,Negative,Positive,Mixed,Senior
O0U8,8.3,Tommy Hilfiger,Accessories,Very Bad,5,21,Bohemian,"S, L, XL",XL,Green,Low,52,Cosmopolitan,Aimee Song,Spring/Summer,Daytime,Neutral,Neutral,Other,Senior
A4V1,8.6,Jigsaw,Accessories,Good,4,336,Minimalist,"S, M, L",S,Blue,Negligible,36,Fashionista,Gigi Hadid,Summer,Evening,Positive,Positive,Neutral,Middle-aged
K7P2,85.3,Alexander McQueen,Dresses,Very Bad,5,92,Minimalist,"S, M, L",M,Black,Medium,64,Marie Claire,Julie Sariñana,Winter,Holiday,Neutral,Other,Mixed,Senior
K8K2,27.2,Tommy Hilfiger,Jewelry,Bad,1,401,Casual,"S, L, XL",L,Red,Average,25,Cosmopolitan,Chiara Ferragni,Winter,Evening,Unknown,Unknown,Neutral,Young
A2Z7,5.3,Mulberry,Accessories,Bad,4,97,Minimalist,"S, M, L",M,Red,Below Average,63,Cosmopolitan,Julie Sariñana,Spring/Summer,Daytime,Neutral,Neutral,Neutral,Senior
R6L4,32.0,Alexander McQueen,Bottoms,Good,5,318,Streetwear,"S, M, L",L,Blue,Significant,33,InStyle,Julie Sariñana,Spring/Summer,Weekend,Unknown,Unknown,Unknown,Middle-aged
G4X7,3.5,Alexander McQueen,Accessories,Best,3,129,Casual,"M, L, XL",S,Black,High,24,Grazia,Julie Sariñana,Fall/Winter,Holiday,Positive,Mixed,Negative,Young
R3H4,48.2,Burberry,Footwear,Worst,1,259,Vintage,"S, L, XL",S,Green,Above Average,63,InStyle,Camila Coelho,Fall,Evening,Mixed,Negative,Other,Senior
E4G8,55.6,Mulberry,Swimwear,Good,2,157,Casual,"M, L, XL",L,Blue,Below Average,30,InStyle,Aimee Song,Winter,Nighttime,Mixed,Negative,Other,Middle-aged
L8S3,24.2,Burberry,Jewelry,Very Bad,5,319,Minimalist,"S, M, L",XL,Green,Below Average,22,Grazia,Gigi Hadid,Fall,Evening,Positive,Neutral,Positive,Young
I4Z2,44.6,Calvin Klein,Swimwear,Very Good,4,16,Minimalist,"M, L, XL",M,Green,Significant,29,Cosmopolitan,Aimee Song,Spring/Summer,Holiday,Positive,Positive,Mixed,Young
D6I8,86.8,Calvin Klein,Swimwear,Very Good,4,132,Glamorous,"M, L, XL",M,Green,Very Low,34,Harper's Bazaar,Camila Coelho,Fall,Holiday,Unknown,Mixed,Mixed,Middle-aged
U0T0,38.6,Tommy Hilfiger,Dresses,Very Good,5,5,Edgy,"S, M, L",L,Black,High,58,W,Camila Coelho,Fall/Winter,Holiday,Positive,Unknown,Negative,Senior
L4D2,48.1,Mulberry,Tops,Good,5,159,Minimalist,"M, L, XL",L,Red,Low,54,Cosmopolitan,Aimee Song,Fall,Weekend,Positive,Neutral,Positive,Senior
K4J6,56.3,Mulberry,Swimwear,Very Good,1,317,Casual,"M, L, XL",M,Green,Medium,20,Elle,Chiara Ferragni,Summer,Daytime,Neutral,Mixed,Other,Young
R5R5,52.6,Calvin Klein,Accessories,Very Bad,1,443,Edgy,"S, L, XL",L,Black,Negligible,46,Harper's Bazaar,Gigi Hadid,Fall,Holiday,Positive,Neutral,Unknown,Middle-aged
M5F6,53.1,Burberry,Outerwear,Bad,5,12,Streetwear,"M, L, XL",S,Red,Above Average,30,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Positive,Other,Unknown,Middle-aged
K7U5,54.8,Ralph Lauren,Outerwear,Good,2,476,Glamorous,"S, L, XL",L,Black,Below Average,37,Glamour,Chiara Ferragni,Summer,Daytime,Positive,Neutral,Neutral,Middle-aged
E9C9,16.1,Ralph Lauren,Lingerie,Bad,3,460,Formal,"S, L, XL",L,Green,Medium,20,Cosmopolitan,Gigi Hadid,Summer,Holiday,Positive,Mixed,Unknown,Young
B7K6,15.0,Calvin Klein,Outerwear,Not Good,2,101,Minimalist,"S, M, L",L,Green,Significant,37,Elle,Leandra Medine,Summer,Daytime,Negative,Positive,Unknown,Middle-aged
U5X3,6.6,Jigsaw,Outerwear,Very Bad,3,292,Streetwear,"S, L, XL",XL,Black,Low,35,Harper's Bazaar,Leandra Medine,Fall,Daytime,Unknown,Unknown,Other,Middle-aged
L6R1,99.5,Tommy Hilfiger,Dresses,Not Good,2,56,Casual,"S, M, L",XL,Green,Very High,40,Fashionista,Camila Coelho,Fall,Evening,Mixed,Neutral,Unknown,Middle-aged
C9X1,70.2,Jigsaw,Footwear,Very Bad,3,96,Bohemian,"S, M, L",M,Green,Very Low,26,Marie Claire,Olivia Palermo,Summer,Evening,Unknown,Negative,Neutral,Young
J1H1,30.4,Tommy Hilfiger,Bottoms,Very Good,4,491,Preppy,"S, L, XL",S,Blue,Very High,35,Fashionista,Chiara Ferragni,Winter,Daytime,Negative,Neutral,Unknown,Middle-aged
X8T4,18.9,Mulberry,Footwear,Worst,3,287,Edgy,"S, M, L",M,Blue,Low,61,Vogue,Song of Style,Fall/Winter,Nighttime,Positive,Positive,Negative,Senior
V0Y4,46.8,Burberry,Bottoms,Very Good,3,250,Casual,"S, L, XL",M,Red,Very High,53,Cosmopolitan,Negin Mirsalehi,Winter,Holiday,Mixed,Mixed,Neutral,Senior
K9B3,36.8,Burberry,Footwear,Worst,2,171,Bohemian,"S, M, L",S,Red,Very High,60,InStyle,Kendall Jenner,Spring/Summer,Nighttime,Unknown,Mixed,Unknown,Senior
J6G4,72.8,Ted Baker,Jewelry,Very Good,2,100,Casual,"S, M, L",XL,Blue,Very Low,47,Marie Claire,Chiara Ferragni,Fall,Daytime,Positive,Other,Other,Middle-aged
A0S8,37.5,Calvin Klein,Footwear,Best,2,300,Glamorous,"S, L, XL",L,Green,Significant,43,Vogue,Olivia Palermo,Spring/Summer,Evening,Mixed,Positive,Neutral,Middle-aged
Y0M1,96.0,Ted Baker,Bottoms,Not Good,3,224,Edgy,"S, L, XL",M,Black,Low,41,Harper's Bazaar,Leandra Medine,Spring,Evening,Unknown,Neutral,Mixed,Middle-aged
K1H4,38.5,Ted Baker,Activewear,Not Good,4,131,Formal,"S, L, XL",XL,Blue,High,23,W,Kendall Jenner,Spring,Daytime,Negative,Positive,Unknown,Young
W2M6,65.5,Burberry,Outerwear,Not Good,3,213,Vintage,"S, M, L",L,Black,Negligible,54,Fashionista,Aimee Song,Summer,Evening,Positive,Positive,Unknown,Senior
W4H8,66.3,Burberry,Footwear,Good,5,297,Preppy,"M, L, XL",M,Blue,Significant,51,Glamour,Chiara Ferragni,Winter,Evening,Unknown,Neutral,Negative,Senior
S1N3,45.4,Ted Baker,Bottoms,Worst,5,102,Sporty,"M, L, XL",L,Red,Medium,50,Fashionista,Song of Style,Summer,Holiday,Unknown,Unknown,Neutral,Senior
G5X0,31.8,Alexander McQueen,Accessories,Very Good,3,191,Formal,"S, M, L",M,Red,Negligible,26,Glamour,Negin Mirsalehi,Fall/Winter,Weekend,Negative,Other,Other,Young
I9I3,78.0,Jigsaw,Dresses,Good,4,61,Preppy,"S, L, XL",L,Red,Significant,51,Cosmopolitan,Julie Sariñana,Winter,Evening,Negative,Positive,Negative,Senior
P2E5,12.3,Alexander McQueen,Lingerie,Good,1,387,Bohemian,"S, M, L",M,Black,High,61,W,Leandra Medine,Winter,Evening,Mixed,Negative,Mixed,Senior
D6L2,29.7,Calvin Klein,Outerwear,Not Good,1,413,Glamorous,"S, L, XL",S,Blue,Very Low,49,InStyle,Camila Coelho,Fall,Daytime,Positive,Negative,Mixed,Middle-aged
R1I0,31.0,Mulberry,Swimwear,Best,3,218,Preppy,"S, M, L",S,Red,Low,56,Marie Claire,Olivia Palermo,Fall,Nighttime,Negative,Other,Mixed,Senior
U5J3,86.5,Jigsaw,Lingerie,Very Good,3,180,Formal,"M, L, XL",S,Red,Significant,64,Cosmopolitan,Aimee Song,Summer,Weekend,Positive,Unknown,Negative,Senior
Z0S9,34.8,Burberry,Lingerie,Bad,2,219,Bohemian,"S, M, L",S,Red,Below Average,27,Marie Claire,Julie Sariñana,Spring/Summer,Daytime,Positive,Unknown,Mixed,Young
O6O6,16.6,Jigsaw,Outerwear,Not Good,4,250,Edgy,"S, M, L",XL,Green,Negligible,32,W,Song of Style,Winter,Weekend,Negative,Neutral,Negative,Middle-aged
L8I7,54.0,Ralph Lauren,Accessories,Bad,5,395,Streetwear,"M, L, XL",S,Green,Significant,61,InStyle,Song of Style,Spring/Summer,Daytime,Mixed,Unknown,Neutral,Senior
M7X4,90.5,Calvin Klein,Lingerie,Good,1,473,Streetwear,"S, L, XL",L,Black,Medium,58,W,Song of Style,Fall,Weekend,Positive,Mixed,Neutral,Senior
V8K6,26.6,Ted Baker,Swimwear,Bad,2,304,Casual,"S, L, XL",XL,Green,Above Average,43,Marie Claire,Aimee Song,Spring,Nighttime,Positive,Neutral,Mixed,Middle-aged
W9W9,58.8,Ted Baker,Accessories,Worst,3,364,Formal,"S, M, L",XL,Blue,Low,28,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Negative,Mixed,Young
Q0L9,23.2,Ralph Lauren,Swimwear,Bad,3,62,Preppy,"S, M, L",XL,Blue,Above Average,39,Glamour,Julie Sariñana,Summer,Nighttime,Neutral,Negative,Positive,Middle-aged
X1A0,24.5,Calvin Klein,Activewear,Bad,3,477,Bohemian,"M, L, XL",L,Green,Very Low,28,Grazia,Kendall Jenner,Winter,Daytime,Neutral,Negative,Neutral,Young
B0U7,50.4,Tommy Hilfiger,Swimwear,Bad,2,427,Formal,"M, L, XL",M,Blue,Negligible,42,Cosmopolitan,Kendall Jenner,Winter,Daytime,Negative,Mixed,Positive,Middle-aged
J7J1,23.5,Tommy Hilfiger,Swimwear,Worst,4,332,Casual,"S, L, XL",L,Black,Below Average,39,Marie Claire,Julie Sariñana,Fall,Daytime,Positive,Positive,Neutral,Middle-aged
I1A8,52.4,Ralph Lauren,Footwear,Very Bad,5,324,Streetwear,"S, M, L",S,Blue,Low,30,InStyle,Song of Style,Fall/Winter,Daytime,Neutral,Other,Other,Middle-aged
M5X6,53.3,Calvin Klein,Activewear,Bad,1,485,Minimalist,"S, M, L",S,Red,Significant,36,Glamour,Chiara Ferragni,Fall,Holiday,Unknown,Unknown,Unknown,Middle-aged
N0R5,55.9,Ralph Lauren,Footwear,Very Bad,4,52,Streetwear,"S, L, XL",S,Black,Significant,25,Harper's Bazaar,Chiara Ferragni,Spring/Summer,Nighttime,Unknown,Neutral,Positive,Young
X6O7,72.0,Alexander McQueen,Accessories,Not Good,5,201,Edgy,"M, L, XL",L,Red,Above Average,58,Grazia,Gigi Hadid,Fall,Weekend,Unknown,Mixed,Unknown,Senior
C8W0,33.6,Alexander McQueen,Bottoms,Very Good,4,162,Vintage,"S, L, XL",S,Blue,Medium,64,Cosmopolitan,Gigi Hadid,Spring,Daytime,Positive,Unknown,Mixed,Senior
K8K3,96.9,Burberry,Outerwear,Very Good,2,143,Glamorous,"M, L, XL",L,Blue,High,31,Glamour,Camila Coelho,Fall,Weekend,Negative,Unknown,Neutral,Middle-aged
S3J0,1.9,Calvin Klein,Lingerie,Good,5,393,Minimalist,"M, L, XL",L,Black,Very High,37,Marie Claire,Kendall Jenner,Winter,Daytime,Unknown,Neutral,Negative,Middle-aged
K6H4,81.4,Calvin Klein,Accessories,Good,2,495,Edgy,"S, M, L",M,Black,Negligible,28,Elle,Negin Mirsalehi,Winter,Weekend,Unknown,Neutral,Other,Young
X3J5,55.4,Ted Baker,Outerwear,Best,3,316,Formal,"S, M, L",S,Green,Significant,21,InStyle,Aimee Song,Spring/Summer,Evening,Unknown,Neutral,Unknown,Young
O9T4,27.4,Tommy Hilfiger,Swimwear,Very Bad,2,372,Minimalist,"S, M, L",S,Black,Very High,45,Fashionista,Chiara Ferragni,Fall,Evening,Negative,Other,Mixed,Middle-aged
H6A2,79.3,Jigsaw,Swimwear,Not Good,4,12,Bohemian,"S, L, XL",L,Red,Average,62,Glamour,Song of Style,Fall,Holiday,Unknown,Positive,Other,Senior
T6X3,79.5,Ralph Lauren,Footwear,Good,3,197,Sporty,"M, L, XL",S,Black,Very Low,32,Grazia,Olivia Palermo,Spring/Summer,Holiday,Mixed,Negative,Other,Middle-aged
T7U1,5.0,Tommy Hilfiger,Outerwear,Worst,4,197,Sporty,"M, L, XL",L,Blue,Very Low,46,Harper's Bazaar,Leandra Medine,Spring/Summer,Evening,Neutral,Unknown,Positive,Middle-aged
S9J5,37.1,Calvin Klein,Tops,Bad,5,208,Glamorous,"S, L, XL",XL,Black,Below Average,59,Cosmopolitan,Camila Coelho,Winter,Holiday,Unknown,Negative,Negative,Senior
U5K5,52.0,Ralph Lauren,Tops,Bad,2,3,Glamorous,"S, L, XL",M,Red,High,35,Cosmopolitan,Leandra Medine,Fall,Daytime,Unknown,Neutral,Mixed,Middle-aged
F1K6,64.5,Calvin Klein,Accessories,Bad,4,274,Streetwear,"S, M, L",XL,Black,Below Average,34,InStyle,Gigi Hadid,Spring/Summer,Daytime,Mixed,Other,Unknown,Middle-aged
Y4W2,66.3,Calvin Klein,Activewear,Worst,2,101,Glamorous,"S, M, L",XL,Red,Average,21,InStyle,Gigi Hadid,Fall,Weekend,Mixed,Unknown,Negative,Young
X2D6,26.7,Jigsaw,Tops,Best,4,308,Streetwear,"S, L, XL",S,Green,Significant,55,Cosmopolitan,Aimee Song,Winter,Evening,Negative,Mixed,Negative,Senior
A4W3,92.6,Tommy Hilfiger,Bottoms,Very Bad,3,222,Formal,"M, L, XL",M,Red,Below Average,32,Marie Claire,Camila Coelho,Winter,Weekend,Positive,Unknown,Neutral,Middle-aged
H7Y2,11.0,Mulberry,Tops,Best,3,447,Streetwear,"S, L, XL",S,Green,Below Average,35,Elle,Aimee Song,Spring,Nighttime,Neutral,Unknown,Negative,Middle-aged
W9L2,58.5,Calvin Klein,Outerwear,Not Good,3,259,Glamorous,"S, M, L",XL,Black,Very Low,54,InStyle,Kendall Jenner,Fall/Winter,Daytime,Positive,Other,Neutral,Senior
X9M7,31.4,Burberry,Outerwear,Very Good,3,310,Glamorous,"S, L, XL",L,Green,Low,58,InStyle,Chiara Ferragni,Winter,Holiday,Positive,Positive,Neutral,Senior
C2Z5,48.9,Jigsaw,Swimwear,Very Bad,1,321,Edgy,"S, M, L",XL,Red,Below Average,33,Grazia,Julie Sariñana,Fall,Weekend,Negative,Mixed,Other,Middle-aged
B5H1,3.2,Alexander McQueen,Accessories,Worst,3,169,Formal,"S, L, XL",L,Red,Very Low,35,W,Julie Sariñana,Fall,Evening,Positive,Other,Positive,Middle-aged
E7Z0,68.2,Ralph Lauren,Tops,Worst,2,64,Formal,"S, L, XL",S,Red,Very Low,35,Glamour,Camila Coelho,Summer,Weekend,Positive,Unknown,Positive,Middle-aged
H2Q3,24.9,Mulberry,Dresses,Very Bad,3,159,Bohemian,"S, L, XL",S,Black,Very High,47,Glamour,Aimee Song,Summer,Evening,Unknown,Unknown,Mixed,Middle-aged
J2E6,72.5,Alexander McQueen,Lingerie,Worst,3,363,Formal,"M, L, XL",XL,Blue,Very High,45,Fashionista,Negin Mirsalehi,Fall/Winter,Daytime,Unknown,Mixed,Mixed,Middle-aged
D5H1,22.9,Alexander McQueen,Tops,Bad,3,132,Sporty,"S, L, XL",L,Blue,Below Average,33,Grazia,Kendall Jenner,Fall/Winter,Weekend,Negative,Other,Mixed,Middle-aged
W1M5,87.7,Ted Baker,Accessories,Very Bad,3,258,Edgy,"S, L, XL",XL,Red,Very Low,34,Marie Claire,Song of Style,Fall,Evening,Negative,Neutral,Neutral,Middle-aged
V9H3,25.4,Tommy Hilfiger,Activewear,Worst,3,484,Edgy,"S, M, L",M,Black,Very High,38,Elle,Negin Mirsalehi,Winter,Weekend,Negative,Neutral,Positive,Middle-aged
Z8L5,90.2,Burberry,Tops,Best,4,325,Vintage,"S, L, XL",S,Blue,Low,46,Fashionista,Leandra Medine,Summer,Nighttime,Mixed,Other,Positive,Middle-aged
B9R4,68.2,Calvin Klein,Dresses,Worst,2,43,Preppy,"S, M, L",L,Black,Medium,21,Elle,Kendall Jenner,Fall/Winter,Evening,Positive,Positive,Unknown,Young
L1X6,69.4,Mulberry,Activewear,Not Good,3,448,Bohemian,"M, L, XL",M,Red,Low,46,Glamour,Olivia Palermo,Fall,Nighttime,Positive,Mixed,Unknown,Middle-aged
V4C2,45.5,Ted Baker,Activewear,Worst,2,342,Bohemian,"S, L, XL",M,Green,Very High,35,W,Aimee Song,Spring/Summer,Daytime,Negative,Positive,Other,Middle-aged
D4N8,9.2,Tommy Hilfiger,Bottoms,Bad,4,419,Streetwear,"S, L, XL",L,Green,Medium,27,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Mixed,Negative,Neutral,Young
J3N7,87.3,Ted Baker,Swimwear,Very Bad,3,127,Glamorous,"S, M, L",S,Blue,Average,59,W,Chiara Ferragni,Fall/Winter,Holiday,Negative,Unknown,Mixed,Senior
J3H6,76.5,Jigsaw,Accessories,Worst,4,107,Casual,"M, L, XL",XL,Red,Below Average,40,Marie Claire,Kendall Jenner,Winter,Daytime,Positive,Positive,Unknown,Middle-aged
C2P7,17.6,Tommy Hilfiger,Activewear,Very Bad,2,420,Preppy,"S, L, XL",M,Green,Below Average,61,Marie Claire,Leandra Medine,Summer,Weekend,Mixed,Neutral,Other,Senior
S3Y2,96.8,Mulberry,Footwear,Worst,2,459,Sporty,"M, L, XL",XL,Green,Medium,48,Glamour,Aimee Song,Fall,Holiday,Positive,Other,Other,Middle-aged
N3D5,65.1,Mulberry,Swimwear,Bad,5,465,Edgy,"S, M, L",L,Red,Medium,33,Glamour,Kendall Jenner,Fall,Daytime,Mixed,Positive,Negative,Middle-aged
V5L2,55.5,Burberry,Activewear,Best,4,467,Preppy,"S, M, L",L,Blue,Low,23,Elle,Gigi Hadid,Winter,Holiday,Unknown,Positive,Negative,Young
Z5S9,3.3,Tommy Hilfiger,Dresses,Worst,4,471,Minimalist,"S, M, L",S,Blue,Average,59,Marie Claire,Leandra Medine,Fall,Evening,Positive,Negative,Negative,Senior
M4V6,82.1,Tommy Hilfiger,Lingerie,Worst,4,153,Preppy,"S, L, XL",L,Green,Below Average,28,Fashionista,Julie Sariñana,Summer,Evening,Mixed,Other,Other,Young
O8N0,36.1,Mulberry,Lingerie,Not Good,4,274,Preppy,"S, M, L",S,Blue,Below Average,33,InStyle,Kendall Jenner,Spring/Summer,Daytime,Neutral,Mixed,Neutral,Middle-aged
M8H9,31.6,Ted Baker,Footwear,Best,4,227,Edgy,"S, L, XL",S,Black,Average,46,Harper's Bazaar,Leandra Medine,Fall,Holiday,Unknown,Negative,Other,Middle-aged
R1Z8,60.8,Calvin Klein,Dresses,Not Good,3,483,Sporty,"S, L, XL",S,Black,Medium,54,Cosmopolitan,Negin Mirsalehi,Fall,Holiday,Negative,Other,Other,Senior
M8V0,34.1,Tommy Hilfiger,Activewear,Best,5,117,Minimalist,"S, M, L",M,Blue,Average,60,W,Julie Sariñana,Fall,Holiday,Negative,Neutral,Negative,Senior
X1O9,64.9,Jigsaw,Outerwear,Very Bad,2,0,Bohemian,"S, M, L",M,Black,Above Average,42,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Positive,Neutral,Middle-aged
J4T5,62.6,Ralph Lauren,Jewelry,Very Good,4,424,Formal,"M, L, XL",L,Red,Below Average,42,Grazia,Gigi Hadid,Summer,Evening,Unknown,Mixed,Mixed,Middle-aged
T8B5,59.3,Mulberry,Bottoms,Very Bad,2,393,Casual,"M, L, XL",S,Blue,Significant,42,Glamour,Olivia Palermo,Summer,Weekend,Unknown,Neutral,Unknown,Middle-aged
Y4X0,14.0,Mulberry,Tops,Worst,1,264,Preppy,"S, L, XL",M,Red,Average,30,Cosmopolitan,Leandra Medine,Fall,Daytime,Unknown,Negative,Other,Middle-aged
Q7Y5,45.7,Tommy Hilfiger,Dresses,Worst,3,462,Casual,"S, M, L",XL,Blue,Medium,42,W,Negin Mirsalehi,Summer,Nighttime,Neutral,Neutral,Positive,Middle-aged
G4M8,16.7,Calvin Klein,Swimwear,Good,5,357,Formal,"S, L, XL",M,Blue,Significant,26,Grazia,Camila Coelho,Fall,Daytime,Mixed,Negative,Positive,Young
M3S2,86.5,Burberry,Tops,Not Good,5,310,Preppy,"M, L, XL",M,Green,Very Low,57,W,Aimee Song,Fall/Winter,Nighttime,Mixed,Other,Positive,Senior
E0J7,63.2,Ted Baker,Footwear,Good,1,138,Streetwear,"S, L, XL",S,Black,Average,28,InStyle,Gigi Hadid,Spring,Evening,Unknown,Positive,Negative,Young
J1X6,60.1,Tommy Hilfiger,Jewelry,Worst,2,439,Sporty,"S, L, XL",L,Blue,Below Average,54,InStyle,Leandra Medine,Winter,Daytime,Unknown,Positive,Other,Senior
A9S7,72.7,Ted Baker,Outerwear,Not Good,4,446,Formal,"M, L, XL",S,Blue,Very High,42,Vogue,Kendall Jenner,Spring/Summer,Nighttime,Negative,Mixed,Other,Middle-aged
M6K2,6.0,Jigsaw,Accessories,Bad,4,232,Bohemian,"S, L, XL",XL,Green,Negligible,26,Vogue,Chiara Ferragni,Fall,Holiday,Negative,Neutral,Other,Young
R7J8,96.5,Alexander McQueen,Dresses,Good,5,19,Casual,"S, L, XL",S,Black,Medium,45,Cosmopolitan,Julie Sariñana,Fall,Nighttime,Positive,Unknown,Unknown,Middle-aged
Z6F8,93.2,Tommy Hilfiger,Accessories,Good,1,318,Casual,"M, L, XL",L,Black,Below Average,58,Marie Claire,Gigi Hadid,Fall,Evening,Negative,Neutral,Positive,Senior
R0V3,55.2,Ted Baker,Dresses,Bad,4,70,Sporty,"M, L, XL",M,Black,Above Average,60,Grazia,Leandra Medine,Fall,Evening,Positive,Neutral,Mixed,Senior
M7Z6,39.5,Mulberry,Accessories,Best,4,181,Formal,"M, L, XL",XL,Blue,Very High,47,Elle,Gigi Hadid,Summer,Evening,Positive,Neutral,Other,Middle-aged
L4Y3,37.2,Jigsaw,Activewear,Very Bad,5,499,Formal,"M, L, XL",S,Black,Medium,62,W,Chiara Ferragni,Fall,Nighttime,Neutral,Neutral,Unknown,Senior
C0C1,80.1,Ralph Lauren,Tops,Best,2,230,Vintage,"S, M, L",XL,Green,Very Low,55,Vogue,Negin Mirsalehi,Fall/Winter,Nighttime,Mixed,Neutral,Neutral,Senior
Y3H6,55.0,Burberry,Dresses,Good,4,223,Preppy,"S, M, L",M,Black,Very Low,62,Cosmopolitan,Leandra Medine,Summer,Holiday,Unknown,Mixed,Unknown,Senior
T9U3,75.7,Alexander McQueen,Activewear,Very Good,4,242,Preppy,"M, L, XL",S,Black,Below Average,57,Marie Claire,Chiara Ferragni,Spring,Evening,Negative,Negative,Other,Senior
O6J4,81.7,Alexander McQueen,Jewelry,Very Bad,4,15,Sporty,"S, L, XL",XL,Red,Medium,54,Vogue,Leandra Medine,Spring/Summer,Evening,Neutral,Negative,Neutral,Senior
Z7L1,41.6,Mulberry,Jewelry,Good,1,349,Formal,"M, L, XL",M,Green,Negligible,46,Vogue,Chiara Ferragni,Spring,Nighttime,Unknown,Negative,Negative,Middle-aged
Q7I4,74.8,Ralph Lauren,Bottoms,Not Good,1,330,Vintage,"S, M, L",L,Blue,High,26,Grazia,Gigi Hadid,Fall,Nighttime,Positive,Other,Unknown,Young
L9B0,72.6,Burberry,Accessories,Best,3,76,Bohemian,"M, L, XL",S,Black,Very High,18,Grazia,Chiara Ferragni,Winter,Holiday,Positive,Neutral,Positive,Young
L8Y1,38.5,Alexander McQueen,Tops,Not Good,5,97,Preppy,"S, M, L",M,Black,High,25,W,Gigi Hadid,Summer,Holiday,Positive,Negative,Negative,Young
